dataset = CIFAR10
model = SortHybridModel(depth=7,width=5120,hidden=512,scalar=True,dropout=0.6)
loss = ce_hinge(lam0=1.0,lam_end=0.01)
p_start = 8.0
p_end = 1000.0
eps_train = 0.03451
eps_test = 0.03137
eps_smooth = 0.4
epochs = 0,500,200,2950,3000
decays = None
batch_size = 512
lr = 0.02
wd = 0.02
beta1 = 0.9
beta2 = 0.99
epsilon = 1e-10
start_epoch = 0
checkpoint = None
gpu = 3
dist_url = tcp://localhost:23456
world_size = 1
rank = 0
print_freq = 200
result_dir = result
filter_name = 
seed = 2021
visualize = False
Compose(
    RandomCrop(size=(32, 32), padding=3)
    RandomHorizontalFlip(p=0.5)
    ToTensor()
    Normalize(mean=[0.4914 0.4822 0.4465], std=[0.2009, 0.2009, 0.2009])
)
SortHybridModel(
  (fc_dist): BoundSequential(
    (0): NormDist(
      in_features=3072, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (1): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (2): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (3): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
    (4): NormDist(
      in_features=5120, out_features=5120, bias=False
      (mean_shift): MeanShiftDropout(5120, affine=False)
    )
  )
  (fc_linear): BoundSequential(
    (0): BoundLinear(in_features=5120, out_features=512, bias=True)
    (1): BoundTanh()
  )
  (fc_final): BoundFinalLinear(in_features=512, out_features=10, bias=True)
)
number of params:  123213323
Epoch 2644:  train loss 0.3581   train acc 0.5446   worst 0.3739   lr 0.0007   p 584.35   eps 0.1718   mix 0.0167   time 13.31
Epoch 2645:  train loss 0.3602   train acc 0.5462   worst 0.3737   lr 0.0007   p 585.37   eps 0.1718   mix 0.0167   time 13.33
Epoch 2646:  train loss 0.3584   train acc 0.5451   worst 0.3734   lr 0.0007   p 586.40   eps 0.1718   mix 0.0166   time 13.36
Epoch 2647:  train loss 0.3607   train acc 0.5463   worst 0.3733   lr 0.0007   p 587.43   eps 0.1718   mix 0.0166   time 13.31
Epoch 2648:  train loss 0.3582   train acc 0.5431   worst 0.3724   lr 0.0007   p 588.47   eps 0.1718   mix 0.0166   time 13.34
Epoch 2649:  train loss 0.3617   train acc 0.5467   worst 0.3741   lr 0.0007   p 589.50   eps 0.1718   mix 0.0166   time 13.34
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 2649:  clean acc 0.5512   certified acc 0.4063   time 48.54
Calculating metrics for SortNet on test set
Epoch 2649:  clean acc 0.5385   certified acc 0.3896   time 9.12
Epoch 2650:  train loss 0.3569   train acc 0.5455   worst 0.3742   lr 0.0007   p 590.54   eps 0.1718   mix 0.0165   time 13.28
Epoch 2651:  train loss 0.3614   train acc 0.5462   worst 0.3746   lr 0.0007   p 591.57   eps 0.1718   mix 0.0165   time 13.31
Epoch 2652:  train loss 0.3589   train acc 0.5447   worst 0.3730   lr 0.0007   p 592.61   eps 0.1718   mix 0.0165   time 13.33
Epoch 2653:  train loss 0.3551   train acc 0.5446   worst 0.3766   lr 0.0007   p 593.65   eps 0.1718   mix 0.0164   time 13.30
Epoch 2654:  train loss 0.3613   train acc 0.5483   worst 0.3765   lr 0.0006   p 594.70   eps 0.1718   mix 0.0164   time 13.27
Epoch 2655:  train loss 0.3607   train acc 0.5473   worst 0.3746   lr 0.0006   p 595.74   eps 0.1718   mix 0.0164   time 13.31
Epoch 2656:  train loss 0.3578   train acc 0.5443   worst 0.3733   lr 0.0006   p 596.79   eps 0.1718   mix 0.0164   time 13.31
Epoch 2657:  train loss 0.3585   train acc 0.5451   worst 0.3747   lr 0.0006   p 597.84   eps 0.1718   mix 0.0163   time 13.35
Epoch 2658:  train loss 0.3563   train acc 0.5446   worst 0.3734   lr 0.0006   p 598.89   eps 0.1718   mix 0.0163   time 13.33
Epoch 2659:  train loss 0.3561   train acc 0.5455   worst 0.3749   lr 0.0006   p 599.94   eps 0.1718   mix 0.0163   time 13.34
Epoch 2660:  train loss 0.3578   train acc 0.5454   worst 0.3728   lr 0.0006   p 601.00   eps 0.1718   mix 0.0163   time 13.33
Epoch 2661:  train loss 0.3563   train acc 0.5440   worst 0.3755   lr 0.0006   p 602.05   eps 0.1718   mix 0.0162   time 13.39
Epoch 2662:  train loss 0.3557   train acc 0.5444   worst 0.3739   lr 0.0006   p 603.11   eps 0.1718   mix 0.0162   time 13.36
Epoch 2663:  train loss 0.3615   train acc 0.5460   worst 0.3725   lr 0.0006   p 604.17   eps 0.1718   mix 0.0162   time 13.38
Epoch 2664:  train loss 0.3598   train acc 0.5463   worst 0.3730   lr 0.0006   p 605.23   eps 0.1718   mix 0.0161   time 13.38
Epoch 2665:  train loss 0.3589   train acc 0.5442   worst 0.3725   lr 0.0006   p 606.29   eps 0.1718   mix 0.0161   time 13.39
Epoch 2666:  train loss 0.3564   train acc 0.5444   worst 0.3746   lr 0.0006   p 607.36   eps 0.1718   mix 0.0161   time 13.28
Epoch 2667:  train loss 0.3575   train acc 0.5438   worst 0.3739   lr 0.0006   p 608.43   eps 0.1718   mix 0.0161   time 13.36
Epoch 2668:  train loss 0.3589   train acc 0.5448   worst 0.3723   lr 0.0006   p 609.50   eps 0.1718   mix 0.0160   time 13.34
Epoch 2669:  train loss 0.3588   train acc 0.5463   worst 0.3729   lr 0.0006   p 610.57   eps 0.1718   mix 0.0160   time 13.39
Epoch 2670:  train loss 0.3551   train acc 0.5446   worst 0.3767   lr 0.0006   p 611.64   eps 0.1718   mix 0.0160   time 13.39
Epoch 2671:  train loss 0.3593   train acc 0.5466   worst 0.3761   lr 0.0006   p 612.72   eps 0.1718   mix 0.0160   time 13.34
Epoch 2672:  train loss 0.3577   train acc 0.5449   worst 0.3717   lr 0.0006   p 613.79   eps 0.1718   mix 0.0159   time 13.31
Epoch 2673:  train loss 0.3554   train acc 0.5439   worst 0.3748   lr 0.0006   p 614.87   eps 0.1718   mix 0.0159   time 13.33
Epoch 2674:  train loss 0.3581   train acc 0.5457   worst 0.3741   lr 0.0006   p 615.95   eps 0.1718   mix 0.0159   time 13.37
Epoch 2675:  train loss 0.3602   train acc 0.5468   worst 0.3738   lr 0.0006   p 617.03   eps 0.1718   mix 0.0158   time 13.41
Epoch 2676:  train loss 0.3589   train acc 0.5474   worst 0.3752   lr 0.0006   p 618.12   eps 0.1718   mix 0.0158   time 13.37
Epoch 2677:  train loss 0.3542   train acc 0.5434   worst 0.3753   lr 0.0006   p 619.20   eps 0.1718   mix 0.0158   time 13.39
Epoch 2678:  train loss 0.3575   train acc 0.5453   worst 0.3749   lr 0.0006   p 620.29   eps 0.1718   mix 0.0158   time 13.40
Epoch 2679:  train loss 0.3581   train acc 0.5444   worst 0.3743   lr 0.0006   p 621.38   eps 0.1718   mix 0.0157   time 13.43
Epoch 2680:  train loss 0.3566   train acc 0.5450   worst 0.3741   lr 0.0006   p 622.47   eps 0.1718   mix 0.0157   time 13.34
Epoch 2681:  train loss 0.3573   train acc 0.5456   worst 0.3744   lr 0.0006   p 623.57   eps 0.1718   mix 0.0157   time 13.36
Epoch 2682:  train loss 0.3573   train acc 0.5451   worst 0.3731   lr 0.0005   p 624.66   eps 0.1718   mix 0.0157   time 13.34
Epoch 2683:  train loss 0.3586   train acc 0.5467   worst 0.3745   lr 0.0005   p 625.76   eps 0.1718   mix 0.0156   time 13.37
Epoch 2684:  train loss 0.3572   train acc 0.5465   worst 0.3755   lr 0.0005   p 626.86   eps 0.1718   mix 0.0156   time 13.37
Epoch 2685:  train loss 0.3575   train acc 0.5453   worst 0.3739   lr 0.0005   p 627.96   eps 0.1718   mix 0.0156   time 13.29
Epoch 2686:  train loss 0.3577   train acc 0.5456   worst 0.3741   lr 0.0005   p 629.07   eps 0.1718   mix 0.0156   time 13.29
Epoch 2687:  train loss 0.3593   train acc 0.5453   worst 0.3745   lr 0.0005   p 630.17   eps 0.1718   mix 0.0155   time 13.29
Epoch 2688:  train loss 0.3575   train acc 0.5465   worst 0.3753   lr 0.0005   p 631.28   eps 0.1718   mix 0.0155   time 13.31
Epoch 2689:  train loss 0.3590   train acc 0.5460   worst 0.3732   lr 0.0005   p 632.39   eps 0.1718   mix 0.0155   time 13.38
Epoch 2690:  train loss 0.3578   train acc 0.5454   worst 0.3739   lr 0.0005   p 633.50   eps 0.1718   mix 0.0155   time 13.35
Epoch 2691:  train loss 0.3537   train acc 0.5434   worst 0.3737   lr 0.0005   p 634.61   eps 0.1718   mix 0.0154   time 13.35
Epoch 2692:  train loss 0.3570   train acc 0.5461   worst 0.3748   lr 0.0005   p 635.73   eps 0.1718   mix 0.0154   time 13.38
Epoch 2693:  train loss 0.3585   train acc 0.5456   worst 0.3739   lr 0.0005   p 636.85   eps 0.1718   mix 0.0154   time 13.34
Epoch 2694:  train loss 0.3540   train acc 0.5442   worst 0.3749   lr 0.0005   p 637.96   eps 0.1718   mix 0.0154   time 13.32
Epoch 2695:  train loss 0.3600   train acc 0.5475   worst 0.3757   lr 0.0005   p 639.09   eps 0.1718   mix 0.0153   time 13.32
Epoch 2696:  train loss 0.3572   train acc 0.5464   worst 0.3752   lr 0.0005   p 640.21   eps 0.1718   mix 0.0153   time 13.31
Epoch 2697:  train loss 0.3578   train acc 0.5455   worst 0.3746   lr 0.0005   p 641.33   eps 0.1718   mix 0.0153   time 13.32
Epoch 2698:  train loss 0.3557   train acc 0.5445   worst 0.3757   lr 0.0005   p 642.46   eps 0.1718   mix 0.0153   time 13.38
Epoch 2699:  train loss 0.3584   train acc 0.5457   worst 0.3739   lr 0.0005   p 643.59   eps 0.1718   mix 0.0152   time 13.34
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 2699:  clean acc 0.5552   certified acc 0.4065   time 48.88
Calculating metrics for SortNet on test set
Epoch 2699:  clean acc 0.5424   certified acc 0.3926   time 9.23
Epoch 2700:  train loss 0.3571   train acc 0.5458   worst 0.3758   lr 0.0005   p 644.72   eps 0.1718   mix 0.0152   time 13.34
Epoch 2701:  train loss 0.3577   train acc 0.5463   worst 0.3758   lr 0.0005   p 645.85   eps 0.1718   mix 0.0152   time 13.41
Epoch 2702:  train loss 0.3557   train acc 0.5456   worst 0.3768   lr 0.0005   p 646.99   eps 0.1718   mix 0.0151   time 13.36
Epoch 2703:  train loss 0.3599   train acc 0.5467   worst 0.3739   lr 0.0005   p 648.13   eps 0.1718   mix 0.0151   time 13.35
Epoch 2704:  train loss 0.3567   train acc 0.5451   worst 0.3746   lr 0.0005   p 649.26   eps 0.1718   mix 0.0151   time 13.40
Epoch 2705:  train loss 0.3580   train acc 0.5462   worst 0.3746   lr 0.0005   p 650.41   eps 0.1718   mix 0.0151   time 13.33
Epoch 2706:  train loss 0.3550   train acc 0.5444   worst 0.3745   lr 0.0005   p 651.55   eps 0.1718   mix 0.0150   time 13.35
Epoch 2707:  train loss 0.3613   train acc 0.5484   worst 0.3733   lr 0.0005   p 652.69   eps 0.1718   mix 0.0150   time 13.32
Epoch 2708:  train loss 0.3551   train acc 0.5444   worst 0.3743   lr 0.0005   p 653.84   eps 0.1718   mix 0.0150   time 13.41
Epoch 2709:  train loss 0.3542   train acc 0.5458   worst 0.3746   lr 0.0005   p 654.99   eps 0.1718   mix 0.0150   time 13.36
Epoch 2710:  train loss 0.3598   train acc 0.5477   worst 0.3755   lr 0.0005   p 656.14   eps 0.1718   mix 0.0149   time 13.38
Epoch 2711:  train loss 0.3565   train acc 0.5454   worst 0.3728   lr 0.0005   p 657.29   eps 0.1718   mix 0.0149   time 13.39
Epoch 2712:  train loss 0.3570   train acc 0.5459   worst 0.3743   lr 0.0005   p 658.45   eps 0.1718   mix 0.0149   time 13.35
Epoch 2713:  train loss 0.3560   train acc 0.5448   worst 0.3739   lr 0.0004   p 659.61   eps 0.1718   mix 0.0149   time 13.35
Epoch 2714:  train loss 0.3546   train acc 0.5455   worst 0.3766   lr 0.0004   p 660.76   eps 0.1718   mix 0.0148   time 13.35
Epoch 2715:  train loss 0.3573   train acc 0.5470   worst 0.3750   lr 0.0004   p 661.93   eps 0.1718   mix 0.0148   time 13.33
Epoch 2716:  train loss 0.3538   train acc 0.5448   worst 0.3753   lr 0.0004   p 663.09   eps 0.1718   mix 0.0148   time 13.31
Epoch 2717:  train loss 0.3558   train acc 0.5451   worst 0.3737   lr 0.0004   p 664.25   eps 0.1718   mix 0.0148   time 13.32
Epoch 2718:  train loss 0.3537   train acc 0.5439   worst 0.3754   lr 0.0004   p 665.42   eps 0.1718   mix 0.0147   time 13.33
Epoch 2719:  train loss 0.3517   train acc 0.5435   worst 0.3754   lr 0.0004   p 666.59   eps 0.1718   mix 0.0147   time 13.35
Epoch 2720:  train loss 0.3590   train acc 0.5476   worst 0.3740   lr 0.0004   p 667.76   eps 0.1718   mix 0.0147   time 13.39
Epoch 2721:  train loss 0.3566   train acc 0.5458   worst 0.3754   lr 0.0004   p 668.94   eps 0.1718   mix 0.0147   time 13.35
Epoch 2722:  train loss 0.3562   train acc 0.5464   worst 0.3763   lr 0.0004   p 670.11   eps 0.1718   mix 0.0146   time 13.34
Epoch 2723:  train loss 0.3548   train acc 0.5453   worst 0.3749   lr 0.0004   p 671.29   eps 0.1718   mix 0.0146   time 13.26
Epoch 2724:  train loss 0.3566   train acc 0.5445   worst 0.3744   lr 0.0004   p 672.47   eps 0.1718   mix 0.0146   time 13.34
Epoch 2725:  train loss 0.3585   train acc 0.5472   worst 0.3735   lr 0.0004   p 673.65   eps 0.1718   mix 0.0146   time 13.34
Epoch 2726:  train loss 0.3612   train acc 0.5478   worst 0.3734   lr 0.0004   p 674.83   eps 0.1718   mix 0.0146   time 13.32
Epoch 2727:  train loss 0.3540   train acc 0.5460   worst 0.3768   lr 0.0004   p 676.02   eps 0.1718   mix 0.0145   time 13.35
Epoch 2728:  train loss 0.3503   train acc 0.5452   worst 0.3781   lr 0.0004   p 677.21   eps 0.1718   mix 0.0145   time 13.35
Epoch 2729:  train loss 0.3591   train acc 0.5474   worst 0.3750   lr 0.0004   p 678.40   eps 0.1718   mix 0.0145   time 13.43
Epoch 2730:  train loss 0.3552   train acc 0.5450   worst 0.3739   lr 0.0004   p 679.59   eps 0.1718   mix 0.0145   time 13.35
Epoch 2731:  train loss 0.3540   train acc 0.5462   worst 0.3769   lr 0.0004   p 680.78   eps 0.1718   mix 0.0144   time 13.38
Epoch 2732:  train loss 0.3542   train acc 0.5457   worst 0.3749   lr 0.0004   p 681.98   eps 0.1718   mix 0.0144   time 13.39
Epoch 2733:  train loss 0.3564   train acc 0.5459   worst 0.3746   lr 0.0004   p 683.18   eps 0.1718   mix 0.0144   time 13.40
Epoch 2734:  train loss 0.3537   train acc 0.5453   worst 0.3748   lr 0.0004   p 684.38   eps 0.1718   mix 0.0144   time 13.38
Epoch 2735:  train loss 0.3545   train acc 0.5471   worst 0.3761   lr 0.0004   p 685.58   eps 0.1718   mix 0.0143   time 13.34
Epoch 2736:  train loss 0.3533   train acc 0.5449   worst 0.3745   lr 0.0004   p 686.79   eps 0.1718   mix 0.0143   time 13.35
Epoch 2737:  train loss 0.3583   train acc 0.5480   worst 0.3734   lr 0.0004   p 687.99   eps 0.1718   mix 0.0143   time 13.34
Epoch 2738:  train loss 0.3539   train acc 0.5450   worst 0.3740   lr 0.0004   p 689.20   eps 0.1718   mix 0.0143   time 13.32
Epoch 2739:  train loss 0.3545   train acc 0.5469   worst 0.3767   lr 0.0004   p 690.41   eps 0.1718   mix 0.0142   time 13.34
Epoch 2740:  train loss 0.3556   train acc 0.5463   worst 0.3755   lr 0.0004   p 691.63   eps 0.1718   mix 0.0142   time 13.36
Epoch 2741:  train loss 0.3530   train acc 0.5464   worst 0.3766   lr 0.0004   p 692.84   eps 0.1718   mix 0.0142   time 13.33
Epoch 2742:  train loss 0.3563   train acc 0.5465   worst 0.3744   lr 0.0004   p 694.06   eps 0.1718   mix 0.0142   time 13.36
Epoch 2743:  train loss 0.3582   train acc 0.5452   worst 0.3726   lr 0.0004   p 695.28   eps 0.1718   mix 0.0141   time 13.32
Epoch 2744:  train loss 0.3527   train acc 0.5450   worst 0.3770   lr 0.0004   p 696.50   eps 0.1718   mix 0.0141   time 13.31
Epoch 2745:  train loss 0.3533   train acc 0.5454   worst 0.3760   lr 0.0004   p 697.73   eps 0.1718   mix 0.0141   time 13.31
Epoch 2746:  train loss 0.3540   train acc 0.5453   worst 0.3756   lr 0.0004   p 698.95   eps 0.1718   mix 0.0141   time 13.26
Epoch 2747:  train loss 0.3556   train acc 0.5450   worst 0.3727   lr 0.0003   p 700.18   eps 0.1718   mix 0.0140   time 13.28
Epoch 2748:  train loss 0.3581   train acc 0.5477   worst 0.3752   lr 0.0003   p 701.41   eps 0.1718   mix 0.0140   time 13.28
Epoch 2749:  train loss 0.3571   train acc 0.5467   worst 0.3747   lr 0.0003   p 702.64   eps 0.1718   mix 0.0140   time 13.32
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 2749:  clean acc 0.5559   certified acc 0.4106   time 48.53
Calculating metrics for SortNet on test set
Epoch 2749:  clean acc 0.5424   certified acc 0.3939   time 9.16
Epoch 2750:  train loss 0.3589   train acc 0.5489   worst 0.3742   lr 0.0003   p 703.88   eps 0.1718   mix 0.0140   time 13.37
Epoch 2751:  train loss 0.3566   train acc 0.5463   worst 0.3747   lr 0.0003   p 705.12   eps 0.1718   mix 0.0140   time 13.32
Epoch 2752:  train loss 0.3572   train acc 0.5475   worst 0.3753   lr 0.0003   p 706.35   eps 0.1718   mix 0.0139   time 13.33
Epoch 2753:  train loss 0.3552   train acc 0.5461   worst 0.3743   lr 0.0003   p 707.60   eps 0.1718   mix 0.0139   time 13.31
Epoch 2754:  train loss 0.3561   train acc 0.5458   worst 0.3744   lr 0.0003   p 708.84   eps 0.1718   mix 0.0139   time 13.33
Epoch 2755:  train loss 0.3560   train acc 0.5469   worst 0.3739   lr 0.0003   p 710.08   eps 0.1718   mix 0.0139   time 13.37
Epoch 2756:  train loss 0.3556   train acc 0.5463   worst 0.3763   lr 0.0003   p 711.33   eps 0.1718   mix 0.0138   time 13.34
Epoch 2757:  train loss 0.3551   train acc 0.5467   worst 0.3741   lr 0.0003   p 712.58   eps 0.1718   mix 0.0138   time 13.39
Epoch 2758:  train loss 0.3591   train acc 0.5484   worst 0.3751   lr 0.0003   p 713.83   eps 0.1718   mix 0.0138   time 13.34
Epoch 2759:  train loss 0.3555   train acc 0.5472   worst 0.3739   lr 0.0003   p 715.09   eps 0.1718   mix 0.0138   time 13.41
Epoch 2760:  train loss 0.3547   train acc 0.5454   worst 0.3746   lr 0.0003   p 716.35   eps 0.1718   mix 0.0137   time 13.36
Epoch 2761:  train loss 0.3521   train acc 0.5456   worst 0.3749   lr 0.0003   p 717.60   eps 0.1718   mix 0.0137   time 13.40
Epoch 2762:  train loss 0.3546   train acc 0.5469   worst 0.3757   lr 0.0003   p 718.87   eps 0.1718   mix 0.0137   time 13.41
Epoch 2763:  train loss 0.3530   train acc 0.5458   worst 0.3772   lr 0.0003   p 720.13   eps 0.1718   mix 0.0137   time 13.50
Epoch 2764:  train loss 0.3550   train acc 0.5483   worst 0.3761   lr 0.0003   p 721.39   eps 0.1718   mix 0.0137   time 13.34
Epoch 2765:  train loss 0.3541   train acc 0.5458   worst 0.3736   lr 0.0003   p 722.66   eps 0.1718   mix 0.0136   time 13.33
Epoch 2766:  train loss 0.3563   train acc 0.5478   worst 0.3765   lr 0.0003   p 723.93   eps 0.1718   mix 0.0136   time 13.35
Epoch 2767:  train loss 0.3530   train acc 0.5454   worst 0.3750   lr 0.0003   p 725.20   eps 0.1718   mix 0.0136   time 13.36
Epoch 2768:  train loss 0.3531   train acc 0.5475   worst 0.3767   lr 0.0003   p 726.48   eps 0.1718   mix 0.0136   time 13.33
Epoch 2769:  train loss 0.3557   train acc 0.5467   worst 0.3757   lr 0.0003   p 727.75   eps 0.1718   mix 0.0135   time 13.40
Epoch 2770:  train loss 0.3517   train acc 0.5457   worst 0.3769   lr 0.0003   p 729.03   eps 0.1718   mix 0.0135   time 13.47
Epoch 2771:  train loss 0.3537   train acc 0.5457   worst 0.3746   lr 0.0003   p 730.32   eps 0.1718   mix 0.0135   time 13.38
Epoch 2772:  train loss 0.3552   train acc 0.5462   worst 0.3757   lr 0.0003   p 731.60   eps 0.1718   mix 0.0135   time 13.36
Epoch 2773:  train loss 0.3544   train acc 0.5460   worst 0.3756   lr 0.0003   p 732.88   eps 0.1718   mix 0.0135   time 13.28
Epoch 2774:  train loss 0.3547   train acc 0.5471   worst 0.3776   lr 0.0003   p 734.17   eps 0.1718   mix 0.0134   time 13.37
Epoch 2775:  train loss 0.3501   train acc 0.5440   worst 0.3759   lr 0.0003   p 735.46   eps 0.1718   mix 0.0134   time 13.36
Epoch 2776:  train loss 0.3557   train acc 0.5484   worst 0.3764   lr 0.0003   p 736.75   eps 0.1718   mix 0.0134   time 13.34
Epoch 2777:  train loss 0.3598   train acc 0.5499   worst 0.3760   lr 0.0003   p 738.05   eps 0.1718   mix 0.0134   time 13.30
Epoch 2778:  train loss 0.3596   train acc 0.5490   worst 0.3751   lr 0.0003   p 739.35   eps 0.1718   mix 0.0133   time 13.29
Epoch 2779:  train loss 0.3513   train acc 0.5439   worst 0.3751   lr 0.0003   p 740.65   eps 0.1718   mix 0.0133   time 13.30
Epoch 2780:  train loss 0.3529   train acc 0.5462   worst 0.3744   lr 0.0003   p 741.95   eps 0.1718   mix 0.0133   time 13.35
Epoch 2781:  train loss 0.3568   train acc 0.5472   worst 0.3753   lr 0.0003   p 743.25   eps 0.1718   mix 0.0133   time 13.35
Epoch 2782:  train loss 0.3513   train acc 0.5462   worst 0.3776   lr 0.0003   p 744.56   eps 0.1718   mix 0.0132   time 13.35
Epoch 2783:  train loss 0.3543   train acc 0.5467   worst 0.3740   lr 0.0003   p 745.87   eps 0.1718   mix 0.0132   time 13.31
Epoch 2784:  train loss 0.3546   train acc 0.5483   worst 0.3762   lr 0.0003   p 747.18   eps 0.1718   mix 0.0132   time 13.34
Epoch 2785:  train loss 0.3549   train acc 0.5463   worst 0.3741   lr 0.0003   p 748.49   eps 0.1718   mix 0.0132   time 13.37
Epoch 2786:  train loss 0.3583   train acc 0.5473   worst 0.3736   lr 0.0003   p 749.80   eps 0.1718   mix 0.0132   time 13.33
Epoch 2787:  train loss 0.3527   train acc 0.5452   worst 0.3755   lr 0.0002   p 751.12   eps 0.1718   mix 0.0131   time 13.44
Epoch 2788:  train loss 0.3542   train acc 0.5452   worst 0.3753   lr 0.0002   p 752.44   eps 0.1718   mix 0.0131   time 13.33
Epoch 2789:  train loss 0.3514   train acc 0.5461   worst 0.3779   lr 0.0002   p 753.76   eps 0.1718   mix 0.0131   time 13.41
Epoch 2790:  train loss 0.3555   train acc 0.5482   worst 0.3763   lr 0.0002   p 755.09   eps 0.1718   mix 0.0131   time 13.38
Epoch 2791:  train loss 0.3564   train acc 0.5493   worst 0.3782   lr 0.0002   p 756.42   eps 0.1718   mix 0.0131   time 13.38
Epoch 2792:  train loss 0.3541   train acc 0.5463   worst 0.3749   lr 0.0002   p 757.74   eps 0.1718   mix 0.0130   time 13.42
Epoch 2793:  train loss 0.3517   train acc 0.5457   worst 0.3758   lr 0.0002   p 759.08   eps 0.1718   mix 0.0130   time 13.43
Epoch 2794:  train loss 0.3525   train acc 0.5452   worst 0.3749   lr 0.0002   p 760.41   eps 0.1718   mix 0.0130   time 13.47
Epoch 2795:  train loss 0.3540   train acc 0.5450   worst 0.3738   lr 0.0002   p 761.75   eps 0.1718   mix 0.0130   time 13.37
Epoch 2796:  train loss 0.3524   train acc 0.5464   worst 0.3762   lr 0.0002   p 763.09   eps 0.1718   mix 0.0129   time 13.41
Epoch 2797:  train loss 0.3579   train acc 0.5498   worst 0.3770   lr 0.0002   p 764.43   eps 0.1718   mix 0.0129   time 13.40
Epoch 2798:  train loss 0.3522   train acc 0.5464   worst 0.3765   lr 0.0002   p 765.77   eps 0.1718   mix 0.0129   time 13.33
Epoch 2799:  train loss 0.3538   train acc 0.5474   worst 0.3764   lr 0.0002   p 767.12   eps 0.1718   mix 0.0129   time 13.36
Preparing for testing (updating running mean)
Calculating metrics for SortNet on training set
Epoch 2799:  clean acc 0.5562   certified acc 0.4094   time 48.91
Calculating metrics for SortNet on test set
Epoch 2799:  clean acc 0.5410   certified acc 0.3956   time 9.21
Epoch 2800:  train loss 0.3514   train acc 0.5443   worst 0.3758   lr 0.0002   p 768.46   eps 0.1718   mix 0.0129   time 13.36
Epoch 2801:  train loss 0.3526   train acc 0.5454   worst 0.3749   lr 0.0002   p 769.81   eps 0.1718   mix 0.0128   time 13.38
Epoch 2802:  train loss 0.3553   train acc 0.5478   worst 0.3769   lr 0.0002   p 771.17   eps 0.1718   mix 0.0128   time 13.34
Epoch 2803:  train loss 0.3515   train acc 0.5457   worst 0.3768   lr 0.0002   p 772.52   eps 0.1718   mix 0.0128   time 13.37
Epoch 2804:  train loss 0.3487   train acc 0.5454   worst 0.3774   lr 0.0002   p 773.88   eps 0.1718   mix 0.0128   time 13.34
Epoch 2805:  train loss 0.3533   train acc 0.5476   worst 0.3751   lr 0.0002   p 775.24   eps 0.1718   mix 0.0127   time 13.36
Epoch 2806:  train loss 0.3520   train acc 0.5486   worst 0.3777   lr 0.0002   p 776.60   eps 0.1718   mix 0.0127   time 13.32
Epoch 2807:  train loss 0.3530   train acc 0.5477   worst 0.3765   lr 0.0002   p 777.97   eps 0.1718   mix 0.0127   time 13.27
Epoch 2808:  train loss 0.3532   train acc 0.5471   worst 0.3741   lr 0.0002   p 779.33   eps 0.1718   mix 0.0127   time 13.29
Epoch 2809:  train loss 0.3524   train acc 0.5454   worst 0.3745   lr 0.0002   p 780.70   eps 0.1718   mix 0.0127   time 13.28
Epoch 2810:  train loss 0.3532   train acc 0.5464   worst 0.3743   lr 0.0002   p 782.07   eps 0.1718   mix 0.0126   time 13.35
Epoch 2811:  train loss 0.3503   train acc 0.5455   worst 0.3760   lr 0.0002   p 783.45   eps 0.1718   mix 0.0126   time 13.28
Epoch 2812:  train loss 0.3506   train acc 0.5461   worst 0.3766   lr 0.0002   p 784.83   eps 0.1718   mix 0.0126   time 13.31
Epoch 2813:  train loss 0.3499   train acc 0.5451   worst 0.3765   lr 0.0002   p 786.20   eps 0.1718   mix 0.0126   time 13.30
Epoch 2814:  train loss 0.3541   train acc 0.5462   worst 0.3755   lr 0.0002   p 787.59   eps 0.1718   mix 0.0126   time 13.29
Epoch 2815:  train loss 0.3480   train acc 0.5444   worst 0.3755   lr 0.0002   p 788.97   eps 0.1718   mix 0.0125   time 13.34
Epoch 2816:  train loss 0.3516   train acc 0.5480   worst 0.3764   lr 0.0002   p 790.36   eps 0.1718   mix 0.0125   time 13.32
Epoch 2817:  train loss 0.3548   train acc 0.5469   worst 0.3747   lr 0.0002   p 791.75   eps 0.1718   mix 0.0125   time 13.32
Epoch 2818:  train loss 0.3533   train acc 0.5474   worst 0.3756   lr 0.0002   p 793.14   eps 0.1718   mix 0.0125   time 13.31
Epoch 2819:  train loss 0.3530   train acc 0.5457   worst 0.3740   lr 0.0002   p 794.53   eps 0.1718   mix 0.0125   time 13.35
Epoch 2820:  train loss 0.3500   train acc 0.5448   worst 0.3763   lr 0.0002   p 795.93   eps 0.1718   mix 0.0124   time 13.34
Epoch 2821:  train loss 0.3568   train acc 0.5490   worst 0.3763   lr 0.0002   p 797.33   eps 0.1718   mix 0.0124   time 13.30
